2026-07-04 02:19:34,893 | WARNING | features.sentiment | No news table found. Run fetch_news() first.
2026-07-04 03:54:53,715 | INFO | data.news_fetcher | News fetched: BLK (10 articles)
2026-07-04 03:54:53,964 | INFO | data.news_fetcher | News fetched: SYK (10 articles)
2026-07-04 03:54:54,195 | INFO | data.news_fetcher | News fetched: ISRG (10 articles)
2026-07-04 03:54:54,770 | INFO | data.news_fetcher | News fetched: GILD (10 articles)
2026-07-04 03:54:55,006 | INFO | data.news_fetcher | News fetched: ADI (10 articles)
2026-07-04 03:54:55,243 | INFO | data.news_fetcher | News fetched: VRTX (10 articles)
2026-07-04 03:54:55,422 | INFO | data.news_fetcher | News fetched: PLD (10 articles)
2026-07-04 03:54:55,611 | INFO | data.news_fetcher | News fetched: CI (10 articles)
2026-07-04 03:54:55,835 | INFO | data.news_fetcher | News fetched: MDLZ (10 articles)
2026-07-04 03:54:56,225 | INFO | data.news_fetcher | News fetched: REGN (10 articles)
2026-07-04 03:54:56,462 | INFO | data.news_fetcher | News fetched: ZTS (10 articles)
2026-07-04 03:54:56,655 | INFO | data.news_fetcher | News fetched: CB (10 articles)
2026-07-04 03:54:56,848 | INFO | data.news_fetcher | News fetched: BDX (10 articles)
2026-07-04 03:54:57,030 | INFO | data.news_fetcher | News fetched: MMC (10 articles)
2026-07-04 03:54:57,297 | INFO | data.news_fetcher | News fetched: SO (10 articles)
2026-07-04 03:54:57,585 | INFO | data.news_fetcher | News fetched: DUK (10 articles)
2026-07-04 03:54:57,785 | INFO | data.news_fetcher | News fetched: CL (10 articles)
2026-07-04 03:54:57,954 | INFO | data.news_fetcher | News fetched: EOG (10 articles)
2026-07-04 03:54:58,961 | INFO | data.news_fetcher | News fetched: SLB (10 articles)
2026-07-04 03:54:59,454 | INFO | data.news_fetcher | News fetched: MO (10 articles)
2026-07-04 03:54:59,806 | INFO | data.news_fetcher | News fetched: BMY (10 articles)
2026-07-04 03:55:00,160 | INFO | data.news_fetcher | News fetched: ITW (10 articles)
2026-07-04 03:55:00,388 | INFO | data.news_fetcher | News fetched: ELV (10 articles)
2026-07-04 03:55:00,684 | INFO | data.news_fetcher | News fetched: AON (10 articles)
2026-07-04 03:55:00,951 | INFO | data.news_fetcher | News fetched: CME (10 articles)
2026-07-04 03:55:01,205 | INFO | data.news_fetcher | News fetched: PNC (10 articles)
2026-07-04 03:55:01,670 | INFO | data.news_fetcher | News fetched: USB (10 articles)
2026-07-04 03:55:01,986 | INFO | data.news_fetcher | News fetched: TGT (10 articles)
2026-07-04 03:55:02,270 | INFO | data.news_fetcher | News fetched: ETN (10 articles)
2026-07-04 03:55:02,559 | INFO | data.news_fetcher | News fetched: NOC (10 articles)
2026-07-04 03:55:02,840 | INFO | data.news_fetcher | News fetched: FDX (10 articles)
2026-07-04 03:55:03,143 | INFO | data.news_fetcher | News fetched: EMR (10 articles)
2026-07-04 03:55:03,371 | INFO | data.news_fetcher | News fetched: PSA (10 articles)
2026-07-04 03:55:03,653 | INFO | data.news_fetcher | News fetched: APD (10 articles)
2026-07-04 03:55:03,878 | INFO | data.news_fetcher | News fetched: MCO (10 articles)
2026-07-04 03:55:04,072 | INFO | data.news_fetcher | News fetched: TFC (10 articles)
2026-07-04 03:55:04,292 | INFO | data.news_fetcher | News fetched: NSC (10 articles)
2026-07-04 03:55:04,569 | INFO | data.news_fetcher | News fetched: AIG (10 articles)
2026-07-04 03:55:04,744 | INFO | data.news_fetcher | News fetched: HUM (10 articles)
2026-07-04 03:55:04,946 | INFO | data.news_fetcher | News fetched: FCX (10 articles)
2026-07-04 03:55:05,138 | INFO | data.news_fetcher | News fetched: MCK (10 articles)
2026-07-04 03:55:05,334 | INFO | data.news_fetcher | News fetched: WM (10 articles)
2026-07-04 03:55:05,517 | INFO | data.news_fetcher | News fetched: ECL (10 articles)
2026-07-04 03:55:05,754 | INFO | data.news_fetcher | News fetched: D (10 articles)
2026-07-04 03:55:06,032 | INFO | data.news_fetcher | News fetched: F (10 articles)
2026-07-04 03:55:06,220 | INFO | data.news_fetcher | News fetched: GM (10 articles)
2026-07-04 03:55:06,411 | INFO | data.news_fetcher | News fetched: BAC (10 articles)
2026-07-04 03:55:06,604 | INFO | data.news_fetcher | News fetched: C (10 articles)
2026-07-04 03:55:06,786 | INFO | data.news_fetcher | News fetched: WFC (10 articles)
2026-07-04 03:55:06,972 | INFO | data.news_fetcher | News fetched: T (10 articles)
2026-07-04 03:55:07,410 | INFO | data.news_fetcher | News fetched: VZ (10 articles)
2026-07-04 03:55:07,598 | INFO | data.news_fetcher | News fetched: DIS (10 articles)
2026-07-04 03:55:07,826 | INFO | data.news_fetcher | News fetched: NFLX (10 articles)
2026-07-04 03:55:08,009 | INFO | data.news_fetcher | News fetched: SPY (10 articles)
2026-07-04 03:55:08,023 | INFO | data.news_fetcher | Total news headlines stored: 1010
2026-07-04 03:55:08,023 | INFO | __main__ | Step 5: Training and comparing 5 models...
2026-07-04 03:55:09,794 | INFO | features.technical | Technicals computed: 176000 rows
2026-07-04 03:55:09,931 | INFO | features.fundamental | Fundamental ratios computed for 456 rows
2026-07-04 03:55:10,335 | INFO | features.valuation | Valuation computed locally: 100 rows
2026-07-04 03:55:10,911 | INFO | features.sentiment | Loading FinBERT model...
2026-07-04 03:55:16,260 | INFO | features.sentiment | Sentiment scored: AAPL 2026-07-02 | score=0.000 | n=1
2026-07-04 03:55:22,068 | INFO | features.sentiment | Sentiment scored: AAPL 2026-07-03 | score=-0.200 | n=9
2026-07-04 03:55:27,621 | INFO | features.sentiment | Sentiment scored: ABBV 2026-07-02 | score=-0.204 | n=7
2026-07-04 03:55:28,472 | INFO | features.sentiment | Sentiment scored: ABBV 2026-07-03 | score=0.526 | n=3
2026-07-04 03:55:28,495 | INFO | features.sentiment | Sentiment scored: ABT 2026-06-29 | score=0.000 | n=1
2026-07-04 03:55:29,540 | INFO | features.sentiment | Sentiment scored: ABT 2026-06-30 | score=0.000 | n=1
2026-07-04 03:55:30,388 | INFO | features.sentiment | Sentiment scored: ABT 2026-07-01 | score=0.033 | n=4
2026-07-04 03:55:30,458 | INFO | features.sentiment | Sentiment scored: ABT 2026-07-02 | score=0.082 | n=3
2026-07-04 03:55:30,488 | INFO | features.sentiment | Sentiment scored: ABT 2026-07-03 | score=0.701 | n=1
2026-07-04 03:55:31,262 | INFO | features.sentiment | Sentiment scored: ACN 2026-07-01 | score=0.380 | n=4
2026-07-04 03:55:31,353 | INFO | features.sentiment | Sentiment scored: ACN 2026-07-02 | score=-0.010 | n=4
2026-07-04 03:55:31,402 | INFO | features.sentiment | Sentiment scored: ACN 2026-07-03 | score=0.000 | n=2
2026-07-04 03:55:31,545 | INFO | features.sentiment | Sentiment scored: ADI 2026-06-27 | score=0.117 | n=4
2026-07-04 03:55:31,650 | INFO | features.sentiment | Sentiment scored: ADI 2026-06-29 | score=0.689 | n=2
2026-07-04 03:55:31,669 | INFO | features.sentiment | Sentiment scored: ADI 2026-06-30 | score=0.920 | n=1
2026-07-04 03:55:31,720 | INFO | features.sentiment | Sentiment scored: ADI 2026-07-01 | score=-0.447 | n=2
2026-07-04 03:55:31,743 | INFO | features.sentiment | Sentiment scored: ADI 2026-07-02 | score=0.000 | n=1
2026-07-04 03:55:31,786 | INFO | features.sentiment | Sentiment scored: AIG 2026-06-12 | score=0.000 | n=2
2026-07-04 03:55:31,808 | INFO | features.sentiment | Sentiment scored: AIG 2026-06-14 | score=-0.875 | n=1
2026-07-04 03:55:31,827 | INFO | features.sentiment | Sentiment scored: AIG 2026-06-17 | score=0.000 | n=1
2026-07-04 03:55:31,856 | INFO | features.sentiment | Sentiment scored: AIG 2026-06-22 | score=0.000 | n=1
2026-07-04 03:55:31,887 | INFO | features.sentiment | Sentiment scored: AIG 2026-06-24 | score=0.000 | n=1
2026-07-04 03:55:31,926 | INFO | features.sentiment | Sentiment scored: AIG 2026-06-26 | score=0.000 | n=1
2026-07-04 03:55:31,974 | INFO | features.sentiment | Sentiment scored: AIG 2026-06-30 | score=0.000 | n=1
2026-07-04 03:55:32,730 | INFO | features.sentiment | Sentiment scored: AIG 2026-07-01 | score=0.000 | n=1
2026-07-04 03:55:32,752 | INFO | features.sentiment | Sentiment scored: AIG 2026-07-03 | score=0.000 | n=1
2026-07-04 03:55:33,421 | INFO | features.sentiment | Sentiment scored: AMAT 2026-07-02 | score=0.000 | n=3
2026-07-04 03:55:33,640 | INFO | features.sentiment | Sentiment scored: AMAT 2026-07-03 | score=0.232 | n=7
2026-07-04 03:55:34,387 | INFO | features.sentiment | Sentiment scored: AMGN 2026-07-01 | score=-0.198 | n=4
2026-07-04 03:55:34,542 | INFO | features.sentiment | Sentiment scored: AMGN 2026-07-02 | score=0.788 | n=3
2026-07-04 03:55:34,657 | INFO | features.sentiment | Sentiment scored: AMGN 2026-07-03 | score=0.315 | n=3
2026-07-04 03:55:35,578 | INFO | features.sentiment | Sentiment scored: AMZN 2026-07-03 | score=0.078 | n=10
2026-07-04 03:55:35,599 | INFO | features.sentiment | Sentiment scored: AON 2026-06-11 | score=-0.728 | n=1
2026-07-04 03:55:35,677 | INFO | features.sentiment | Sentiment scored: AON 2026-06-12 | score=0.000 | n=1
2026-07-04 03:55:35,695 | INFO | features.sentiment | Sentiment scored: AON 2026-06-14 | score=0.000 | n=1
2026-07-04 03:55:35,714 | INFO | features.sentiment | Sentiment scored: AON 2026-06-16 | score=0.000 | n=1
2026-07-04 03:55:35,733 | INFO | features.sentiment | Sentiment scored: AON 2026-06-22 | score=0.620 | n=1
2026-07-04 03:55:35,911 | INFO | features.sentiment | Sentiment scored: AON 2026-06-24 | score=0.259 | n=3
2026-07-04 03:55:35,947 | INFO | features.sentiment | Sentiment scored: AON 2026-06-29 | score=-0.028 | n=2
2026-07-04 03:55:35,983 | INFO | features.sentiment | Sentiment scored: APD 2026-06-30 | score=-0.452 | n=2
2026-07-04 03:55:36,157 | INFO | features.sentiment | Sentiment scored: APD 2026-07-01 | score=0.365 | n=5
2026-07-04 03:55:36,277 | INFO | features.sentiment | Sentiment scored: APD 2026-07-02 | score=0.143 | n=3
2026-07-04 03:55:37,343 | INFO | features.sentiment | Sentiment scored: AVGO 2026-07-03 | score=-0.239 | n=10
2026-07-04 03:55:37,718 | INFO | features.sentiment | Sentiment scored: AXP 2026-07-02 | score=0.508 | n=7
2026-07-04 03:55:37,831 | INFO | features.sentiment | Sentiment scored: AXP 2026-07-03 | score=-0.030 | n=3
2026-07-04 03:55:38,550 | INFO | features.sentiment | Sentiment scored: BAC 2026-07-02 | score=-0.489 | n=5
2026-07-04 03:55:38,780 | INFO | features.sentiment | Sentiment scored: BAC 2026-07-03 | score=0.315 | n=5
2026-07-04 03:55:38,799 | INFO | features.sentiment | Sentiment scored: BDX 2026-06-15 | score=-0.916 | n=1
2026-07-04 03:55:38,817 | INFO | features.sentiment | Sentiment scored: BDX 2026-06-16 | score=0.000 | n=1
2026-07-04 03:55:38,842 | INFO | features.sentiment | Sentiment scored: BDX 2026-06-21 | score=0.000 | n=1
2026-07-04 03:55:39,000 | INFO | features.sentiment | Sentiment scored: BDX 2026-06-22 | score=0.000 | n=2
2026-07-04 03:55:39,019 | INFO | features.sentiment | Sentiment scored: BDX 2026-06-23 | score=0.000 | n=1
2026-07-04 03:55:39,101 | INFO | features.sentiment | Sentiment scored: BDX 2026-06-24 | score=0.000 | n=1
2026-07-04 03:55:39,120 | INFO | features.sentiment | Sentiment scored: BDX 2026-07-01 | score=0.870 | n=1
2026-07-04 03:55:39,140 | INFO | features.sentiment | Sentiment scored: BDX 2026-07-02 | score=-0.534 | n=1
2026-07-04 03:55:39,160 | INFO | features.sentiment | Sentiment scored: BDX 2026-07-03 | score=0.876 | n=1
2026-07-04 03:55:39,328 | INFO | features.sentiment | Sentiment scored: BKNG 2026-06-26 | score=-0.460 | n=2
2026-07-04 03:55:39,372 | INFO | features.sentiment | Sentiment scored: BKNG 2026-06-29 | score=-0.667 | n=2
2026-07-04 03:55:39,491 | INFO | features.sentiment | Sentiment scored: BKNG 2026-07-01 | score=0.304 | n=3
2026-07-04 03:55:40,147 | INFO | features.sentiment | Sentiment scored: BKNG 2026-07-02 | score=0.283 | n=3
2026-07-04 03:55:42,035 | INFO | features.sentiment | Sentiment scored: BLK 2026-07-03 | score=0.169 | n=10
2026-07-04 03:55:42,342 | INFO | features.sentiment | Sentiment scored: BMY 2026-07-01 | score=0.175 | n=4
2026-07-04 03:55:42,482 | INFO | features.sentiment | Sentiment scored: BMY 2026-07-02 | score=0.041 | n=4
2026-07-04 03:55:42,581 | INFO | features.sentiment | Sentiment scored: BMY 2026-07-03 | score=-0.002 | n=2
2026-07-04 03:55:43,034 | INFO | features.sentiment | Sentiment scored: C 2026-07-02 | score=-0.321 | n=8
2026-07-04 03:55:43,071 | INFO | features.sentiment | Sentiment scored: C 2026-07-03 | score=-0.483 | n=2
2026-07-04 03:55:43,269 | INFO | features.sentiment | Sentiment scored: CAT 2026-07-02 | score=0.231 | n=4
2026-07-04 03:55:43,498 | INFO | features.sentiment | Sentiment scored: CAT 2026-07-03 | score=0.000 | n=6
2026-07-04 03:55:43,657 | INFO | features.sentiment | Sentiment scored: CB 2026-06-29 | score=0.000 | n=2
2026-07-04 03:55:43,691 | INFO | features.sentiment | Sentiment scored: CB 2026-06-30 | score=-0.456 | n=2
2026-07-04 03:55:43,708 | INFO | features.sentiment | Sentiment scored: CB 2026-07-01 | score=0.000 | n=1
2026-07-04 03:55:43,847 | INFO | features.sentiment | Sentiment scored: CB 2026-07-02 | score=0.003 | n=4
2026-07-04 03:55:43,865 | INFO | features.sentiment | Sentiment scored: CB 2026-07-03 | score=0.000 | n=1
2026-07-04 03:55:43,882 | INFO | features.sentiment | Sentiment scored: CI 2026-06-08 | score=-0.901 | n=1
2026-07-04 03:55:43,900 | INFO | features.sentiment | Sentiment scored: CI 2026-06-10 | score=0.950 | n=1
2026-07-04 03:55:43,917 | INFO | features.sentiment | Sentiment scored: CI 2026-06-15 | score=0.000 | n=1
2026-07-04 03:55:43,934 | INFO | features.sentiment | Sentiment scored: CI 2026-06-16 | score=0.000 | n=1
2026-07-04 03:55:44,016 | INFO | features.sentiment | Sentiment scored: CI 2026-06-24 | score=0.000 | n=1
2026-07-04 03:55:44,034 | INFO | features.sentiment | Sentiment scored: CI 2026-06-25 | score=0.858 | n=1
2026-07-04 03:55:44,051 | INFO | features.sentiment | Sentiment scored: CI 2026-06-30 | score=0.000 | n=1
2026-07-04 03:55:44,068 | INFO | features.sentiment | Sentiment scored: CI 2026-07-02 | score=0.000 | n=1
2026-07-04 03:55:44,104 | INFO | features.sentiment | Sentiment scored: CI 2026-07-03 | score=-0.390 | n=2
2026-07-04 03:55:44,190 | INFO | features.sentiment | Sentiment scored: CL 2026-06-26 | score=0.000 | n=1
2026-07-04 03:55:44,241 | INFO | features.sentiment | Sentiment scored: CL 2026-06-29 | score=0.024 | n=3
2026-07-04 03:55:44,276 | INFO | features.sentiment | Sentiment scored: CL 2026-06-30 | score=-0.472 | n=2
2026-07-04 03:55:44,397 | INFO | features.sentiment | Sentiment scored: CL 2026-07-02 | score=0.369 | n=3
2026-07-04 03:55:44,416 | INFO | features.sentiment | Sentiment scored: CL 2026-07-03 | score=0.594 | n=1
2026-07-04 03:55:44,435 | INFO | features.sentiment | Sentiment scored: CME 2026-06-28 | score=-0.650 | n=1
2026-07-04 03:55:44,554 | INFO | features.sentiment | Sentiment scored: CME 2026-06-30 | score=-0.304 | n=3
2026-07-04 03:55:44,605 | INFO | features.sentiment | Sentiment scored: CME 2026-07-01 | score=0.370 | n=3
2026-07-04 03:55:44,722 | INFO | features.sentiment | Sentiment scored: CME 2026-07-02 | score=0.126 | n=3
2026-07-04 03:55:44,739 | INFO | features.sentiment | Sentiment scored: COST 2026-07-01 | score=0.872 | n=1
2026-07-04 03:55:44,923 | INFO | features.sentiment | Sentiment scored: COST 2026-07-02 | score=0.000 | n=7
2026-07-04 03:55:44,958 | INFO | features.sentiment | Sentiment scored: COST 2026-07-03 | score=0.000 | n=2
2026-07-04 03:55:45,139 | INFO | features.sentiment | Sentiment scored: CSCO 2026-07-02 | score=-0.016 | n=3
2026-07-04 03:55:45,454 | INFO | features.sentiment | Sentiment scored: CSCO 2026-07-03 | score=0.027 | n=7
2026-07-04 03:55:46,669 | INFO | features.sentiment | Sentiment scored: CVX 2026-07-02 | score=0.511 | n=7
2026-07-04 03:55:46,849 | INFO | features.sentiment | Sentiment scored: CVX 2026-07-03 | score=0.319 | n=3
2026-07-04 03:55:46,868 | INFO | features.sentiment | Sentiment scored: D 2026-06-29 | score=0.583 | n=1
2026-07-04 03:55:46,920 | INFO | features.sentiment | Sentiment scored: D 2026-06-30 | score=0.000 | n=3
2026-07-04 03:55:46,972 | INFO | features.sentiment | Sentiment scored: D 2026-07-01 | score=0.195 | n=3
2026-07-04 03:55:47,023 | INFO | features.sentiment | Sentiment scored: D 2026-07-02 | score=0.300 | n=3
2026-07-04 03:55:47,720 | INFO | features.sentiment | Sentiment scored: DHR 2026-06-25 | score=0.244 | n=5
2026-07-04 03:55:47,891 | INFO | features.sentiment | Sentiment scored: DHR 2026-06-26 | score=0.402 | n=2
2026-07-04 03:55:47,980 | INFO | features.sentiment | Sentiment scored: DHR 2026-06-28 | score=0.000 | n=1
2026-07-04 03:55:48,001 | INFO | features.sentiment | Sentiment scored: DHR 2026-06-29 | score=0.000 | n=1
2026-07-04 03:55:48,020 | INFO | features.sentiment | Sentiment scored: DHR 2026-07-03 | score=0.000 | n=1
2026-07-04 03:55:48,124 | INFO | features.sentiment | Sentiment scored: DIS 2026-06-30 | score=0.270 | n=2
2026-07-04 03:55:48,283 | INFO | features.sentiment | Sentiment scored: DIS 2026-07-01 | score=0.000 | n=2
2026-07-04 03:55:48,431 | INFO | features.sentiment | Sentiment scored: DIS 2026-07-02 | score=-0.050 | n=4
2026-07-04 03:55:48,466 | INFO | features.sentiment | Sentiment scored: DIS 2026-07-03 | score=0.000 | n=2
2026-07-04 03:55:48,483 | INFO | features.sentiment | Sentiment scored: DUK 2026-06-28 | score=0.000 | n=1
2026-07-04 03:55:48,597 | INFO | features.sentiment | Sentiment scored: DUK 2026-06-29 | score=-0.428 | n=3
2026-07-04 03:55:48,685 | INFO | features.sentiment | Sentiment scored: DUK 2026-06-30 | score=0.000 | n=5
2026-07-04 03:55:48,703 | INFO | features.sentiment | Sentiment scored: DUK 2026-07-02 | score=0.000 | n=1
2026-07-04 03:55:48,720 | INFO | features.sentiment | Sentiment scored: ECL 2026-06-14 | score=0.887 | n=1
2026-07-04 03:55:48,820 | INFO | features.sentiment | Sentiment scored: ECL 2026-06-19 | score=0.425 | n=2
2026-07-04 03:55:48,854 | INFO | features.sentiment | Sentiment scored: ECL 2026-06-24 | score=0.475 | n=2
2026-07-04 03:55:48,872 | INFO | features.sentiment | Sentiment scored: ECL 2026-06-26 | score=0.905 | n=1
2026-07-04 03:55:48,954 | INFO | features.sentiment | Sentiment scored: ECL 2026-06-28 | score=0.935 | n=1
2026-07-04 03:55:49,077 | INFO | features.sentiment | Sentiment scored: ECL 2026-07-03 | score=0.278 | n=3
2026-07-04 03:55:49,119 | INFO | features.sentiment | Sentiment scored: ELV 2026-06-29 | score=0.000 | n=2
2026-07-04 03:55:49,143 | INFO | features.sentiment | Sentiment scored: ELV 2026-06-30 | score=0.000 | n=1
2026-07-04 03:55:49,170 | INFO | features.sentiment | Sentiment scored: ELV 2026-07-01 | score=0.849 | n=1
2026-07-04 03:55:49,361 | INFO | features.sentiment | Sentiment scored: ELV 2026-07-02 | score=-0.034 | n=3
2026-07-04 03:55:49,566 | INFO | features.sentiment | Sentiment scored: ELV 2026-07-03 | score=-0.484 | n=3
2026-07-04 03:55:49,584 | INFO | features.sentiment | Sentiment scored: EMR 2026-06-18 | score=0.000 | n=1
2026-07-04 03:55:49,679 | INFO | features.sentiment | Sentiment scored: EMR 2026-06-22 | score=0.000 | n=2
2026-07-04 03:55:49,696 | INFO | features.sentiment | Sentiment scored: EMR 2026-06-23 | score=-0.934 | n=1
2026-07-04 03:55:49,713 | INFO | features.sentiment | Sentiment scored: EMR 2026-06-24 | score=0.000 | n=1
2026-07-04 03:55:49,795 | INFO | features.sentiment | Sentiment scored: EMR 2026-06-25 | score=0.840 | n=1
2026-07-04 03:55:49,814 | INFO | features.sentiment | Sentiment scored: EMR 2026-06-29 | score=0.000 | n=1
2026-07-04 03:55:49,850 | INFO | features.sentiment | Sentiment scored: EMR 2026-06-30 | score=0.000 | n=2
2026-07-04 03:55:49,932 | INFO | features.sentiment | Sentiment scored: EMR 2026-07-01 | score=-0.668 | n=1
2026-07-04 03:55:49,950 | INFO | features.sentiment | Sentiment scored: EOG 2026-06-12 | score=0.913 | n=1
2026-07-04 03:55:49,968 | INFO | features.sentiment | Sentiment scored: EOG 2026-06-13 | score=0.000 | n=1
2026-07-04 03:55:49,985 | INFO | features.sentiment | Sentiment scored: EOG 2026-06-14 | score=0.955 | n=1
2026-07-04 03:55:50,004 | INFO | features.sentiment | Sentiment scored: EOG 2026-06-15 | score=0.726 | n=1
2026-07-04 03:55:50,108 | INFO | features.sentiment | Sentiment scored: EOG 2026-06-16 | score=0.757 | n=2
2026-07-04 03:55:50,126 | INFO | features.sentiment | Sentiment scored: EOG 2026-06-17 | score=0.000 | n=1
2026-07-04 03:55:50,162 | INFO | features.sentiment | Sentiment scored: EOG 2026-06-18 | score=0.299 | n=2
2026-07-04 03:55:50,179 | INFO | features.sentiment | Sentiment scored: EOG 2026-07-01 | score=0.000 | n=1
2026-07-04 03:55:50,196 | INFO | features.sentiment | Sentiment scored: ETN 2026-06-26 | score=0.000 | n=1
2026-07-04 03:55:50,214 | INFO | features.sentiment | Sentiment scored: ETN 2026-06-30 | score=0.000 | n=1
2026-07-04 03:55:50,231 | INFO | features.sentiment | Sentiment scored: ETN 2026-07-01 | score=0.939 | n=1
2026-07-04 03:55:50,408 | INFO | features.sentiment | Sentiment scored: ETN 2026-07-02 | score=0.470 | n=6
2026-07-04 03:55:50,428 | INFO | features.sentiment | Sentiment scored: ETN 2026-07-03 | score=0.000 | n=1
2026-07-04 03:55:50,893 | INFO | features.sentiment | Sentiment scored: F 2026-07-02 | score=-0.701 | n=9
2026-07-04 03:55:50,911 | INFO | features.sentiment | Sentiment scored: F 2026-07-03 | score=0.756 | n=1
2026-07-04 03:55:50,928 | INFO | features.sentiment | Sentiment scored: FCX 2026-06-27 | score=0.000 | n=1
2026-07-04 03:55:50,946 | INFO | features.sentiment | Sentiment scored: FCX 2026-06-28 | score=0.899 | n=1
2026-07-04 03:55:50,963 | INFO | features.sentiment | Sentiment scored: FCX 2026-06-29 | score=0.000 | n=1
2026-07-04 03:55:50,996 | INFO | features.sentiment | Sentiment scored: FCX 2026-06-30 | score=-0.488 | n=2
2026-07-04 03:55:51,094 | INFO | features.sentiment | Sentiment scored: FCX 2026-07-01 | score=-0.007 | n=2
2026-07-04 03:55:51,194 | INFO | features.sentiment | Sentiment scored: FCX 2026-07-02 | score=0.000 | n=2
2026-07-04 03:55:51,277 | INFO | features.sentiment | Sentiment scored: FCX 2026-07-03 | score=0.000 | n=1
2026-07-04 03:55:51,509 | INFO | features.sentiment | Sentiment scored: FDX 2026-07-01 | score=-0.001 | n=6
2026-07-04 03:55:51,608 | INFO | features.sentiment | Sentiment scored: FDX 2026-07-02 | score=0.000 | n=2
2026-07-04 03:55:51,768 | INFO | features.sentiment | Sentiment scored: FDX 2026-07-03 | score=0.000 | n=2
2026-07-04 03:55:51,918 | INFO | features.sentiment | Sentiment scored: GE 2026-07-01 | score=0.226 | n=5
2026-07-04 03:55:52,059 | INFO | features.sentiment | Sentiment scored: GE 2026-07-02 | score=0.192 | n=4
2026-07-04 03:55:52,077 | INFO | features.sentiment | Sentiment scored: GE 2026-07-03 | score=0.813 | n=1
2026-07-04 03:55:52,094 | INFO | features.sentiment | Sentiment scored: GILD 2026-06-25 | score=-0.650 | n=1
2026-07-04 03:55:52,131 | INFO | features.sentiment | Sentiment scored: GILD 2026-06-26 | score=0.468 | n=2
2026-07-04 03:55:52,341 | INFO | features.sentiment | Sentiment scored: GILD 2026-06-27 | score=0.475 | n=2
2026-07-04 03:55:52,439 | INFO | features.sentiment | Sentiment scored: GILD 2026-06-28 | score=0.933 | n=1
2026-07-04 03:55:52,463 | INFO | features.sentiment | Sentiment scored: GILD 2026-06-29 | score=0.820 | n=1
2026-07-04 03:55:52,556 | INFO | features.sentiment | Sentiment scored: GILD 2026-06-30 | score=0.907 | n=1
2026-07-04 03:55:52,600 | INFO | features.sentiment | Sentiment scored: GILD 2026-07-01 | score=0.639 | n=2
2026-07-04 03:55:52,962 | INFO | features.sentiment | Sentiment scored: GM 2026-07-02 | score=-0.530 | n=6
2026-07-04 03:55:53,109 | INFO | features.sentiment | Sentiment scored: GM 2026-07-03 | score=0.146 | n=4
2026-07-04 03:55:53,408 | INFO | features.sentiment | Sentiment scored: GOOGL 2026-07-03 | score=-0.008 | n=10
2026-07-04 03:55:53,827 | INFO | features.sentiment | Sentiment scored: GS 2026-07-02 | score=0.020 | n=6
2026-07-04 03:55:53,958 | INFO | features.sentiment | Sentiment scored: GS 2026-07-03 | score=-0.242 | n=4
2026-07-04 03:55:54,120 | INFO | features.sentiment | Sentiment scored: HD 2026-06-27 | score=-0.473 | n=2
2026-07-04 03:55:54,226 | INFO | features.sentiment | Sentiment scored: HD 2026-06-28 | score=-0.481 | n=2
2026-07-04 03:55:54,244 | INFO | features.sentiment | Sentiment scored: HD 2026-06-29 | score=0.000 | n=1
2026-07-04 03:55:54,326 | INFO | features.sentiment | Sentiment scored: HD 2026-06-30 | score=0.000 | n=1
2026-07-04 03:55:54,345 | INFO | features.sentiment | Sentiment scored: HD 2026-07-01 | score=0.000 | n=1
2026-07-04 03:55:54,381 | INFO | features.sentiment | Sentiment scored: HD 2026-07-02 | score=0.368 | n=2
2026-07-04 03:55:54,399 | INFO | features.sentiment | Sentiment scored: HD 2026-07-03 | score=0.000 | n=1
2026-07-04 03:55:54,499 | INFO | features.sentiment | Sentiment scored: HON 2026-06-30 | score=-0.252 | n=2
2026-07-04 03:55:54,578 | INFO | features.sentiment | Sentiment scored: HON 2026-07-01 | score=0.000 | n=1
2026-07-04 03:55:54,786 | INFO | features.sentiment | Sentiment scored: HON 2026-07-02 | score=0.459 | n=5
2026-07-04 03:55:54,820 | INFO | features.sentiment | Sentiment scored: HON 2026-07-03 | score=0.388 | n=2
2026-07-04 03:55:54,836 | INFO | features.sentiment | Sentiment scored: HUM 2026-06-24 | score=0.714 | n=1
2026-07-04 03:55:54,945 | INFO | features.sentiment | Sentiment scored: HUM 2026-06-25 | score=0.273 | n=3
2026-07-04 03:55:54,962 | INFO | features.sentiment | Sentiment scored: HUM 2026-06-26 | score=0.000 | n=1
2026-07-04 03:55:55,057 | INFO | features.sentiment | Sentiment scored: HUM 2026-06-29 | score=0.000 | n=2
2026-07-04 03:55:55,076 | INFO | features.sentiment | Sentiment scored: HUM 2026-06-30 | score=0.950 | n=1
2026-07-04 03:55:55,094 | INFO | features.sentiment | Sentiment scored: HUM 2026-07-02 | score=0.922 | n=1
2026-07-04 03:55:55,112 | INFO | features.sentiment | Sentiment scored: HUM 2026-07-03 | score=-0.780 | n=1
2026-07-04 03:55:55,165 | INFO | features.sentiment | Sentiment scored: IBM 2026-07-01 | score=0.000 | n=3
2026-07-04 03:55:55,216 | INFO | features.sentiment | Sentiment scored: IBM 2026-07-02 | score=0.000 | n=3
2026-07-04 03:55:55,346 | INFO | features.sentiment | Sentiment scored: IBM 2026-07-03 | score=0.000 | n=4
